Name,Rank,Price,24h Change,"""Market Cap""",Volume,Circ_Supply,Category
USD0,231,0.99768 USD,−0.02%,1.04 B USD,31.99 M USD,1.04 B,"Stablecoins, Asset-backed Stablecoins"
BNSOL,232,148.57 USD,−1.24%,1.02 B USD,2.45 M USD,6.84 M,—
HUGE,233,0.0012802 USD,−0.05%,994.72 M USD,7.49 M USD,777 B,—
METH,234,"2,318.35 USD",−0.95%,987.93 M USD,12.69 M USD,426.13 K,Derivatives
ZBU,235,3.5486 USD,+0.18%,918.98 M USD,1.2 M USD,258.97 M,Loyalty & Rewards
SOLVBTCBBN,236,"88,026.21 USD",−1.61%,899.97 M USD,1.55 K USD,10.22 K,—
DHN,237,49.291 USD,+21.05%,841.65 M USD,6.45 M USD,17.08 M,—
TEL,238,0.0079458 USD,−6.94%,745.95 M USD,5.09 M USD,93.88 B,"Cryptocurrencies, Payments, Made in America"
MSOL,239,182.06 USD,−1.34%,702.82 M USD,10.77 M USD,3.86 M,"Derivatives, DeFi"
EZETH,240,"2,277.99 USD",−0.71%,698.27 M USD,328.13 K USD,306.53 K,Derivatives
SUT,241,3.5759 USD,−1.13%,673.71 M USD,1.33 M USD,188.4 M,—
FLZ,242,1.3769 USD,+2.39%,649.72 M USD,1.7 M USD,471.87 M,—
ULTIMA,243,"16,595.18 USD",−1.60%,620.81 M USD,30.49 M USD,37.41 K,Web3
NEW,244,0.012453 USD,−7.76%,591.77 M USD,35.9 M USD,47.52 B,"Enterprise solutions, Marketplace"
CMETH,245,"2,322.09 USD",−0.79%,504.95 M USD,20 M USD,217.45 K,Derivatives
BDX,246,0.072359 USD,−0.68%,500.3 M USD,3.33 M USD,6.91 B,"Privacy, Data management & AI, Web3, DePIN"
FRAX,247,0.99612 USD,−0.02%,495.21 M USD,6.81 M USD,497.14 M,"Stablecoins, Algorithmic Stablecoins, Seigniorage, Lending & Borrowing, DeFi"
CHEEL,248,7.7578 USD,−1.22%,440.69 M USD,5.1 M USD,56.81 M,—
KLAY,249,0.11564 USD,−2.45%,439.86 M USD,293.26 K USD,3.8 B,"Smart contract platforms, Gaming, Metaverse, Layer 1"
TBTC,250,"88,125.99 USD",−1.64%,403.92 M USD,1.37 M USD,4.58 K,—
TCAPY,251,0.0037037 USD,−0.51%,394.67 M USD,603.64 K USD,106.56 B,Memes
APEPE,252,0.0000018700 USD,+5.26%,392.07 M USD,4.93 M USD,210 T,Memes
USDY,253,1.0809 USD,+0.02%,382.61 M USD,18.11 M USD,353.97 M,Stablecoins
MSQ,254,13.415 USD,+2.29%,335.38 M USD,4.05 M USD,25 M,—
CBETH,255,"2,389.32 USD",−0.96%,329.02 M USD,1.36 M USD,137.71 K,Derivatives
BZR,256,26.405 USD,−0.78%,308.21 M USD,1.17 M USD,11.67 M,—
SVTS,257,0.30094 USD,−1.64%,300.94 M USD,331.11 K USD,1 B,—
SNEK,258,0.0040059 USD,−12.22%,298.22 M USD,2.74 M USD,74.45 B,Memes
SEED,259,1.0786 USD,+6.02%,297.28 M USD,306.04 K USD,275.62 M,—
DEUSD,260,1.00063 USD,+0.03%,290.69 M USD,19.17 M USD,290.51 M,Stablecoins
PLUME,261,0.14416 USD,−2.09%,288.32 M USD,85.7 M USD,2 B,Made in America
MARS,262,1.1066 USD,+8.50%,287.72 M USD,2.05 M USD,260 M,Metaverse
EBTC,263,"88,392.79 USD",−1.49%,279.57 M USD,396.55 K USD,3.16 K,—
WHITE,264,0.00041029 USD,−40.77%,266.69 M USD,39.94 M USD,650 B,—
KET,265,0.27889 USD,−13.01%,278.89 M USD,14 M USD,1 B,—
CHEX,266,0.27039 USD,−8.83%,270.01 M USD,3.34 M USD,998.59 M,Decentralized exchange
USDA,267,0.99623 USD,+0.25%,248.03 M USD,210.34 K USD,248.97 M,—
STIK,268,5.2034 USD,−0.82%,244.59 M USD,34.43 M USD,47.01 M,—
LSETH,269,"2,350.04 USD",−1.47%,240.35 M USD,257.42 K USD,102.27 K,Derivatives
SFRXETH,270,"2,443.06 USD",−0.44%,235.33 M USD,87.86 K USD,96.33 K,Derivatives
AIC,271,0.29736 USD,−3.39%,223.02 M USD,3.98 M USD,750 M,"Memes, Data management & AI"
BETH,272,"2,192.22 USD",−0.95%,221.36 M USD,23.66 M USD,100.97 K,—
BORG,273,0.21587 USD,−0.10%,212.22 M USD,1.29 M USD,983.1 M,Asset management
AGENTFUN,274,2.0000 USD,+12.56%,200 M USD,104.9 K USD,100 M,—
VMC,275,"1,998.96 USD",−9.90%,199.9 M USD,567.09 K USD,100 K,—
USDD,276,0.99972 USD,+0.05%,199.55 M USD,342.53 M USD,199.61 M,"Stablecoins, Algorithmic Stablecoins"
TRIBE,277,0.42759 USD,−4.11%,198.16 M USD,52.74 K USD,463.43 M,"DeFi, DAO"
WOO,278,0.09869 USD,−1.90%,183.8 M USD,13.08 M USD,1.86 B,"Centralized-exchange, Decentralized exchange, DeFi"
ACT,279,0.19339 USD,−1.00%,183.38 M USD,43.41 M USD,948.25 M,Memes
TURBO,280,0.0026534 USD,−1.06%,183.08 M USD,48.34 M USD,69 B,"Memes, Data management & AI, NFTs & Collectibles, Web3"
GIGA,281,0.019642 USD,+3.46%,182.72 M USD,8.07 M USD,9.3 B,Memes
ELF,282,0.24635 USD,−0.66%,182.09 M USD,11.91 M USD,739.13 M,"Smart contract platforms, Distributed computing & Storage, Interoperability, Web3, DAO, Layer 1"
ENJ,283,0.10022 USD,−3.76%,181.8 M USD,18.45 M USD,1.81 B,"Gaming, NFTs & Collectibles, Metaverse, Marketplace, Layer 1"
DOG,284,0.0018216 USD,−6.35%,182.16 M USD,10.6 M USD,100 B,Memes
RLB,285,0.082160 USD,+0.31%,181.14 M USD,1.15 M USD,2.2 B,Gambling
LAYER,286,0.8613 USD,−9.34%,180.87 M USD,276.2 M USD,210 M,—
YFI,287,"5,351.32 USD",−2.57%,180.62 M USD,20.3 M USD,33.75 K,"DeFi, DAO"
DSYNC,288,0.18480 USD,−3.37%,180.17 M USD,2.17 M USD,974.95 M,"Data management & AI, DePIN"
TRAC,289,0.35669 USD,−0.84%,178.34 M USD,2.81 M USD,500 M,"Privacy, Distributed computing & Storage, Data management & AI, Interoperability, Enterprise solutions, Marketplace, Web3, Layer 1, DePIN"
SCARCITY,290,0.20201 USD,−1.72%,179.62 M USD,599.18 K USD,889.17 M,—
ETHW,291,1.6604 USD,−2.30%,179.02 M USD,5.71 M USD,107.82 M,Smart contract platforms
VANA,292,5.9233 USD,−4.11%,178.2 M USD,37.83 M USD,30.08 M,"Data management & AI, Layer 1"
HONEY,293,0.043500 USD,−1.81%,178.18 M USD,2.76 M USD,4.1 B,"Distributed computing & Storage, Internet of things, DePIN, Made in America"
ZETA,294,0.24316 USD,−6.60%,177.91 M USD,14.02 M USD,731.65 M,"Smart contract platforms, Interoperability, Layer 1, Made in America"
SUMMIT,295,0.000095000 USD,+1.18%,177.55 M USD,19.08 K USD,1.87 T,Memes
T,296,0.017424 USD,−2.50%,176.44 M USD,9.3 M USD,10.13 B,"Interoperability, DeFi, DAO"
GOMINING,297,0.42779 USD,+1.43%,175.86 M USD,13.12 M USD,411.1 M,"Gaming, NFTs & Collectibles"
XEM,298,0.019563 USD,−0.77%,176.07 M USD,21.16 M USD,9 B,"Cryptocurrencies, Smart contract platforms, Enterprise solutions"
MPLX,299,0.23070 USD,+0.50%,174.37 M USD,1.83 M USD,755.81 M,—
ZEN,300,10.915 USD,−3.63%,173.55 M USD,18.98 M USD,15.9 M,"Smart contract platforms, Enterprise solutions, Web3, Made in America"
OCEAN,301,0.27460 USD,+3.51%,172.78 M USD,196.27 K USD,629.19 M,"Distributed computing & Storage, Data management & AI, DePIN"
UXLINK,302,0.51154 USD,−3.40%,173 M USD,28.83 M USD,338.2 M,"Social, media & Content"
ZCD,303,0.014220 USD,−3.83%,170.64 M USD,210.29 K USD,12 B,—
UPC,304,2.3690 USD,+0.49%,169.49 M USD,702.44 K USD,71.55 M,Payments
SUN,305,0.017333 USD,−1.77%,170.27 M USD,46.38 M USD,9.82 B,"Payments, DeFi"
WAVES,306,1.4358 USD,−3.37%,168.21 M USD,23.83 M USD,117.15 M,"Smart contract platforms, Layer 1"
SKL,307,0.028450 USD,−2.14%,164.87 M USD,25.65 M USD,5.8 B,"Gaming, Distributed computing & Storage, Scaling, Layer 1, Made in America"
XNO,308,1.2400 USD,−1.03%,165.23 M USD,2.15 M USD,133.25 M,"Cryptocurrencies, Payments, Made in America"
CHEEMS,309,0.00000087000 USD,+4.53%,163.1 M USD,7.63 M USD,187.5 T,Memes
BBA,310,1.1127 USD,−2.12%,161.78 M USD,333.51 K USD,145.4 M,—
XYO,311,0.011940 USD,−1.05%,160.91 M USD,1.82 M USD,13.48 B,"Distributed computing & Storage, Oracles, Web3, DePIN, Made in America"
PUFETH,312,"2,275.22 USD",−0.72%,158.25 M USD,—,69.56 K,Derivatives
BSOL,313,168.69 USD,−1.40%,157.81 M USD,1.27 M USD,935.52 K,Derivatives
GMX,314,15.722 USD,−1.88%,157.26 M USD,13.5 M USD,10 M,"Decentralized exchange, Derivatives, DeFi"
FAI,315,0.019370 USD,−3.07%,158.63 M USD,256.65 K USD,8.19 B,Data management & AI
TOSHI,316,0.00038322 USD,−6.94%,156.38 M USD,12.11 M USD,408.07 B,Memes
IOTX,317,0.016273 USD,−3.26%,153.64 M USD,8.82 M USD,9.44 B,"Smart contract platforms, Distributed computing & Storage, Internet of things, DePIN, Made in America"
USDM,318,0.99984 USD,+0.00%,152.08 M USD,750.25 K USD,152.11 M,—
LRC,319,0.11089 USD,−3.07%,151.57 M USD,13.74 M USD,1.37 B,"Decentralized exchange, Scaling, DeFi"
PRIME,320,4.2010 USD,−5.14%,150.29 M USD,5.18 M USD,35.77 M,"Gaming, Data management & AI, NFTs & Collectibles"
KDA,321,0.48282 USD,−4.92%,149.15 M USD,8.77 M USD,308.91 M,"Smart contract platforms, Gaming, Data management & AI, NFTs & Collectibles, Payments, DeFi, DAO, Layer 1, Made in America"
ME,322,1.1368 USD,−3.18%,148.69 M USD,13.82 M USD,130.79 M,"NFTs & Collectibles, Payments, Marketplace, Web3"
G,323,0.016697 USD,−2.55%,148.43 M USD,8.91 M USD,8.89 B,—
CSPR,324,0.011480 USD,−1.26%,148.03 M USD,6.07 M USD,12.89 B,"Smart contract platforms, Data management & AI, Enterprise solutions, Layer 1"
IO,325,1.0221 USD,−3.79%,147.57 M USD,37.16 M USD,144.38 M,"Distributed computing & Storage, Data management & AI, DePIN, Made in America"
BARA,326,0.0000014700 USD,+11.88%,146.9 M USD,66.32 K USD,100 T,—
LUNA,327,0.20634 USD,−3.69%,146.5 M USD,23.34 M USD,709.98 M,Smart contract platforms
STPT,328,0.075263 USD,−3.93%,146.19 M USD,53.91 M USD,1.94 B,"Developments tools, DAO"
DGB,329,0.0083628 USD,−0.60%,146.93 M USD,5.4 M USD,17.57 B,"Cryptocurrencies, Smart contract platforms, Made in America"
ONT,330,0.15581 USD,−2.13%,142.21 M USD,6.84 M USD,912.7 M,"Smart contract platforms, Identity"
LCX,331,0.18238 USD,−4.37%,140.72 M USD,3.09 M USD,771.58 M,"Centralized-exchange, DeFi"
BIO,332,0.10429 USD,−1.45%,140.47 M USD,23.86 M USD,1.35 B,DAO
DAG,333,0.049039 USD,−2.53%,140.91 M USD,1.48 M USD,2.87 B,"Smart contract platforms, Interoperability, Made in America"
MLNK,334,0.0053039 USD,−0.54%,139.19 M USD,91.13 K USD,26.24 B,—
ABEY,335,0.12080 USD,−0.96%,138.92 M USD,585.63 K USD,1.15 B,—
GMT,336,0.051660 USD,−3.15%,139.38 M USD,30.29 M USD,2.7 B,"NFTs & Collectibles, Move to earn"
BAND,337,0.88058 USD,−3.07%,139.04 M USD,8.75 M USD,157.9 M,"Oracles, Data management & AI, Web3"
STRX,338,0.28545 USD,−0.05%,138.78 M USD,950.69 K USD,486.16 M,—
ORBR,339,0.13650 USD,−1.21%,138.63 M USD,119.69 K USD,1.02 B,—
KAU,340,94.670 USD,+0.01%,138.07 M USD,7.74 K USD,1.46 M,—
QUBIC,341,0.0000012000 USD,−5.01%,136.61 M USD,2.14 M USD,113.98 T,"Data management & AI, Layer 1"
POLYX,342,0.14700 USD,−2.63%,137.55 M USD,3.65 M USD,935.7 M,Smart contract platforms
HMSTR,343,0.0020877 USD,−2.68%,134.4 M USD,17.1 M USD,64.38 B,"Gaming, Tap to earn"
FXS,344,1.5104 USD,−2.71%,133.34 M USD,12.11 M USD,88.28 M,"Algorithmic Stablecoins, Seigniorage, Decentralized exchange, DeFi, Made in America"
RLUSD,345,1.00086 USD,+0.09%,132.81 M USD,72.37 M USD,132.69 M,Stablecoins
ARC,346,0.13238 USD,−19.36%,132.38 M USD,9.06 M USD,1 B,Data management & AI
SWFTC,347,0.013201 USD,−6.35%,132.01 M USD,4.55 M USD,10 B,"NFTs & Collectibles, Interoperability, Payments, DeFi, Marketplace"
HIVE,348,0.26189 USD,−1.93%,131.14 M USD,5.43 M USD,500.75 M,"Social, media & Content, Web3, Layer 1"
COTI,349,0.073051 USD,−8.46%,130.93 M USD,19.23 M USD,1.79 B,"Developments tools, Enterprise solutions, Payments"
SXP,350,0.20447 USD,−2.37%,129.98 M USD,4.67 M USD,635.67 M,"Cryptocurrencies, Payments, DeFi"
ARKM,351,0.56385 USD,−0.23%,126.92 M USD,79.69 M USD,225.1 M,"Data management & AI, Analytics, Marketplace, Made in America"
ZIG,352,0.088644 USD,−2.06%,127.05 M USD,3.81 M USD,1.43 B,"Data management & AI, Asset management, Marketplace"
USUAL,353,0.19293 USD,−4.49%,126.78 M USD,29.08 M USD,657.15 M,—
LAK3,354,0.63399 USD,+0.18%,126.18 M USD,3.2 K USD,199.03 M,—
RPL,355,5.8997 USD,−2.54%,124.75 M USD,10.56 M USD,21.15 M,"Derivatives, DeFi"
EURC,356,1.0781 USD,+0.14%,125.06 M USD,33.48 M USD,116 M,Stablecoins
NEIRO,357,0.00029706 USD,−6.83%,124.97 M USD,88.45 M USD,420.68 B,Memes
METIS,359,20.008 USD,−1.14%,124.36 M USD,6.52 M USD,6.22 M,Scaling
SOLO,360,0.31138 USD,−4.97%,124.54 M USD,3.36 M USD,399.95 M,"Asset-backed Tokens, Asset management, Payments"
SUPRA,361,0.012860 USD,−3.62%,124.07 M USD,16.43 M USD,9.65 B,"Oracles, Interoperability, Layer 1, Made in America"
BICO,362,0.13117 USD,−4.59%,122.5 M USD,10.96 M USD,933.88 M,"Interoperability, Web3, Layer 1"
STORJ,363,0.30182 USD,−1.65%,121.31 M USD,16 M USD,401.94 M,"Distributed computing & Storage, Web3, DePIN"
COW,364,0.29299 USD,−4.30%,121.37 M USD,23.24 M USD,414.25 M,Decentralized exchange
AIXBT,365,0.14171 USD,−10.38%,121.1 M USD,77.08 M USD,854.53 M,Data management & AI
SYRUP,366,0.14501 USD,+7.17%,119.72 M USD,1.52 M USD,825.61 M,—
KUB,367,1.7280 USD,−0.36%,119.19 M USD,344.15 K USD,68.97 M,—
MEME,368,0.0029196 USD,−5.82%,118.84 M USD,33.15 M USD,40.7 B,"Memes, NFTs & Collectibles"
TNSR,369,0.41491 USD,−2.69%,118.43 M USD,29.57 M USD,285.45 M,NFTs & Collectibles
FLUX,370,0.31069 USD,−3.48%,118.3 M USD,9.16 M USD,380.77 M,"Smart contract platforms, Distributed computing & Storage, Data management & AI, Interoperability, DAO, DePIN"
AEVO,371,0.13045 USD,−4.77%,117.82 M USD,31.28 M USD,903.17 M,"Decentralized exchange, DeFi"
PROM,372,6.4536 USD,−2.67%,117.78 M USD,5.71 M USD,18.25 M,"NFTs & Collectibles, Marketplace"
WAXP,373,0.026987 USD,−1.57%,117.18 M USD,5.67 M USD,4.34 B,"Gaming, NFTs & Collectibles, Layer 1"
PXT,374,0.037159 USD,+1.94%,116.08 M USD,440.11 K USD,3.12 B,—
ICX,375,0.11030 USD,−1.46%,116.08 M USD,2.34 M USD,1.05 B,"Smart contract platforms, Interoperability, Enterprise solutions"
FIDA,376,0.11715 USD,−4.12%,116.09 M USD,13.94 M USD,990.91 M,"Decentralized exchange, DeFi"
XPR,377,0.0042464 USD,−4.76%,115.61 M USD,3.75 M USD,27.23 B,"Decentralized exchange, Payments, DeFi"
WMTX,378,0.23245 USD,+5.64%,114.33 M USD,14.36 M USD,491.84 M,"Distributed computing & Storage, DePIN"
FRXETH,379,"2,188.01 USD",−0.65%,114.15 M USD,4.76 M USD,52.17 K,Derivatives
AVAIL,380,0.057254 USD,−3.17%,114.15 M USD,2.07 M USD,1.99 B,—
CPOOL,381,0.15076 USD,−6.81%,114.57 M USD,6.18 M USD,759.95 M,"Lending & Borrowing, DeFi"
ULX,382,0.013400 USD,−3.04%,113.91 M USD,3.67 K USD,8.5 B,Layer 1
UMA,383,1.3333 USD,−1.50%,113.96 M USD,17.18 M USD,85.47 M,"Oracles, Derivatives, DeFi, Web3, DAO"
USDG,384,0.99970 USD,−0.02%,113.67 M USD,145.64 K USD,113.71 M,Stablecoins
PRI,385,3.6821 USD,−1.52%,113.6 M USD,48.39 K USD,30.85 M,"NFTs & Collectibles, Asset management"
IGT,386,0.55789 USD,+1.39%,112.77 M USD,10.37 M USD,202.13 M,—
SSV,387,9.3088 USD,−2.79%,111.89 M USD,18.01 M USD,12.02 M,Developments tools
MANTA,388,0.29398 USD,−6.35%,111.8 M USD,36.95 M USD,380.29 M,Web3
SWETH,389,"2,374.27 USD",−0.37%,109.91 M USD,515.11 K USD,46.29 K,Derivatives
BOME,390,0.0015929 USD,−5.19%,109.84 M USD,54.57 M USD,68.95 B,Memes
DENTX,391,0.024560 USD,−0.42%,109.27 M USD,34 USD,4.45 B,—
ZBCN,392,0.0014789 USD,+6.32%,109.58 M USD,18.46 M USD,74.1 B,"Data management & AI, Payments, DeFi, DePIN"
ANIME,393,0.019596 USD,−3.68%,108.53 M USD,25.38 M USD,5.54 B,NFTs & Collectibles
SNT,394,0.026979 USD,−2.88%,107.86 M USD,9.72 M USD,4 B,"Developments tools, Social, media & Content"
GEOD,395,0.33919 USD,−1.38%,107.58 M USD,578.01 K USD,317.16 M,"Distributed computing & Storage, DePIN"
INST,396,5.9904 USD,−2.18%,107.51 M USD,533.74 K USD,17.95 M,DAO
CULT,397,0.0010670 USD,−3.60%,106.7 M USD,1.27 M USD,100 B,Memes
PAAL,398,0.12071 USD,−2.15%,106.06 M USD,2.74 M USD,878.67 M,Data management & AI
SPELL,399,0.00067365 USD,−3.44%,106.46 M USD,15.69 M USD,158.03 B,"Lending & Borrowing, DeFi"
AUDIO,400,0.081436 USD,−2.34%,106.18 M USD,6.78 M USD,1.3 B,"Social, media & Content, Web3, DAO"
PEAQ,401,0.15072 USD,+3.06%,105.39 M USD,12.6 M USD,699.25 M,DePIN
VELO,402,0.014199 USD,−6.66%,104.94 M USD,15.55 M USD,7.39 B,"NFTs & Collectibles, Lending & Borrowing"
MYTH,403,0.13450 USD,+5.31%,104.47 M USD,131.32 K USD,776.73 M,"Gaming, NFTs & Collectibles"
CVC,404,0.10472 USD,−2.55%,104.72 M USD,8.77 M USD,1 B,"Identity, Enterprise solutions, Web3"
USDZ,405,0.97638 USD,−1.44%,104.42 M USD,265.3 K USD,106.95 M,—
IAG,406,0.27939 USD,−10.37%,105.06 M USD,1.06 M USD,376.02 M,"Distributed computing & Storage, Enterprise solutions, Web3, DePIN"
INF,407,185.08 USD,−1.30%,104.19 M USD,208 K USD,562.97 K,—
ALEO,408,0.30900 USD,−5.14%,104.08 M USD,7.37 M USD,336.83 M,"Smart contract platforms, Layer 1, Made in America"
MIM,409,0.99943 USD,−0.09%,103.77 M USD,210.75 K USD,103.83 M,Stablecoins
EUL,410,5.9309 USD,+9.47%,103.28 M USD,585.07 K USD,17.41 M,—
ALT,411,0.037000 USD,−3.44%,103.3 M USD,16.87 M USD,2.79 B,"Interoperability, Scaling"
VVS,412,0.0000021400 USD,+10.94%,102.7 M USD,806.71 K USD,47.95 T,"Decentralized exchange, DeFi"
U,413,1.0007 USD,+0.02%,103.07 M USD,2.31 M USD,103 M,—
WXT,414,0.026276 USD,+10.14%,102.48 M USD,7.14 M USD,3.9 B,Centralized-exchange
RSWETH,415,"2,260.64 USD",−0.66%,102.46 M USD,51.72 K USD,45.32 K,Derivatives
B3,416,0.0047984 USD,−3.51%,102.17 M USD,37.9 M USD,21.29 B,—
BAL,417,1.6301 USD,−2.54%,101.59 M USD,9.73 M USD,62.32 M,"Decentralized exchange, DeFi, DAO"
LSK,418,0.60105 USD,−2.09%,101.27 M USD,15.81 M USD,168.49 M,"Developments tools, DePIN"
XVS,419,6.1065 USD,−4.24%,101.26 M USD,4.99 M USD,16.58 M,"Lending & Borrowing, DeFi"
PHA,420,0.12853 USD,−3.31%,100.65 M USD,19.7 M USD,783.08 M,"Privacy, Smart contract platforms, Distributed computing & Storage, Oracles, Interoperability, Scaling, Metaverse, Web3, Layer 1, DePIN"
POWR,421,0.17990 USD,−2.37%,100.77 M USD,9.48 M USD,560.16 M,"Energy, Marketplace"
JET,422,0.89738 USD,−2.99%,99.1 M USD,309 USD,110.43 M,"NFTs & Collectibles, Web3, Tourism, Hospitality"
IQ,423,0.0047217 USD,−0.35%,98.64 M USD,8.77 M USD,20.89 B,"Data management & AI, Social, media & Content, DeFi, DAO"
ACX,424,0.24319 USD,−5.17%,98.04 M USD,16.29 M USD,403.12 M,"Interoperability, Loyalty & Rewards"
VSUI,425,2.8924 USD,+6.86%,97.16 M USD,988.12 K USD,33.59 M,Derivatives
GLMR,426,0.10188 USD,−3.17%,96.98 M USD,6.9 M USD,951.95 M,"Interoperability, Payments, Layer 1"
ZANO,427,7.1619 USD,−3.06%,96.2 M USD,537.66 K USD,13.43 M,"Privacy, Cryptocurrencies, Interoperability, Layer 1"
SISC,428,0.44009 USD,+2.51%,95.13 M USD,118.24 K USD,216.16 M,—
GPS,429,0.052639 USD,−14.09%,95.46 M USD,121.28 M USD,1.81 B,—
BIGTIME,430,0.054549 USD,−2.51%,94.73 M USD,22.7 M USD,1.74 B,"Gaming, NFTs & Collectibles"
BORA,431,0.085763 USD,−0.72%,94.32 M USD,853.54 K USD,1.1 B,"Gaming, NFTs & Collectibles"
KBC,432,0.0065048 USD,+27.52%,93.67 M USD,2.66 K USD,14.4 B,—
AGLD,433,1.2095 USD,−4.69%,93.51 M USD,19.71 M USD,77.31 M,"Gaming, NFTs & Collectibles, Made in America"
SONIC,434,0.25979 USD,−4.20%,93.52 M USD,28.53 M USD,360 M,Gaming
ONG,435,0.22905 USD,−2.66%,93.44 M USD,3.34 M USD,407.94 M,"Smart contract platforms, Identity"
TAIKO,436,0.80596 USD,−2.84%,92.7 M USD,9.41 M USD,115.02 M,Scaling
IOST,437,0.0043342 USD,−1.45%,92.38 M USD,8.75 M USD,21.32 B,"Smart contract platforms, Internet of things, Layer 1"
YGG,438,0.21252 USD,−4.66%,92.58 M USD,21.71 M USD,435.64 M,"Gaming, NFTs & Collectibles, Metaverse, DAO"
BBSOL,439,152.46 USD,−1.45%,92.39 M USD,507.71 K USD,605.98 K,—
HT,440,0.56242 USD,+10.71%,91.24 M USD,229.45 K USD,162.23 M,"Centralized-exchange, Layer 1"
XRD,441,0.0085040 USD,−2.49%,90.86 M USD,886.19 K USD,10.68 B,"Smart contract platforms, DeFi, Layer 1"
VVV,442,3.2374 USD,−2.15%,91.35 M USD,11.34 M USD,28.22 M,Data management & AI
STRAX,443,0.044794 USD,−2.52%,90.27 M USD,1.74 M USD,2.02 B,"Smart contract platforms, Enterprise solutions, DAO"
