Name,Rank,Price,24h Change,Market Cap,Volume,Circ_Supply,Category
LAYER,286.0,0.18514450000000002,9.34,180.87,276.2,210.0,—
YFI,287.0,0.18514450000000002,2.57,180.62,20.3,33.75,"DeFi, DAO"
DSYNC,288.0,0.1848,3.37,180.17,2.17,734.485,"Data management & AI, DePIN"
TRAC,289.0,0.18514450000000002,0.84,178.34,2.81,500.0,"Privacy, Distributed computing & Storage, Data management & AI, Interoperability, Enterprise solutions, Marketplace, Web3, Layer 1, DePIN"
SCARCITY,290.0,0.18514450000000002,1.72,179.62,438.92500000000007,734.485,—
ETHW,291.0,0.18514450000000002,2.3,179.02,5.71,107.82,Smart contract platforms
VANA,292.0,0.18514450000000002,4.11,178.2,37.83,30.08,"Data management & AI, Layer 1"
HONEY,293.0,0.0435,1.81,178.18,2.76,4.1,"Distributed computing & Storage, Internet of things, DePIN, Made in America"
ZETA,294.0,0.18514450000000002,6.6,177.91,14.02,731.65,"Smart contract platforms, Interoperability, Layer 1, Made in America"
SUMMIT,295.0,0.011323,1.18,177.55,19.08,1.87,Memes
T,296.0,0.017424,2.5,176.44,9.3,10.13,"Interoperability, DeFi, DAO"
GOMINING,297.0,0.18514450000000002,1.43,175.86,13.12,411.1,"Gaming, NFTs & Collectibles"
XEM,298.0,0.019563,0.77,176.07,21.16,9.0,"Cryptocurrencies, Smart contract platforms, Enterprise solutions"
MPLX,299.0,0.18514450000000002,0.5,174.37,1.83,734.485,—
ZEN,300.0,0.18514450000000002,3.63,173.55,18.98,15.9,"Smart contract platforms, Enterprise solutions, Web3, Made in America"
OCEAN,301.0,0.18514450000000002,3.51,172.78,196.27,629.19,"Distributed computing & Storage, Data management & AI, DePIN"
UXLINK,302.0,0.18514450000000002,3.4,173.0,28.83,338.2,"Social, media & Content"
ZCD,303.0,0.01422,3.83,170.64,210.29,12.0,—
UPC,304.0,0.18514450000000002,0.49,169.49,438.92500000000007,71.55,Payments
SUN,305.0,0.017333,1.77,170.27,46.38,9.82,"Payments, DeFi"
WAVES,306.0,0.18514450000000002,3.37,168.21,23.83,117.15,"Smart contract platforms, Layer 1"
SKL,307.0,0.02845,2.14,164.87,25.65,5.8,"Gaming, Distributed computing & Storage, Scaling, Layer 1, Made in America"
XNO,308.0,0.18514450000000002,1.03,165.23,2.15,133.25,"Cryptocurrencies, Payments, Made in America"
CHEEMS,309.0,0.011323,4.53,163.1,7.63,187.5,Memes
BBA,310.0,0.18514450000000002,2.12,161.78,333.51,145.4,—
XYO,311.0,0.01194,1.05,160.91,1.82,13.48,"Distributed computing & Storage, Oracles, Web3, DePIN, Made in America"
PUFETH,312.0,0.18514450000000002,0.72,158.25,53.56,69.56,Derivatives
BSOL,313.0,0.18514450000000002,1.4,157.81,1.27,734.485,Derivatives
GMX,314.0,0.18514450000000002,1.88,157.26,13.5,10.0,"Decentralized exchange, Derivatives, DeFi"
FAI,315.0,0.01937,3.07,158.63,256.65,8.19,Data management & AI
TOSHI,316.0,0.00038322,6.94,156.38,12.11,408.07,Memes
IOTX,317.0,0.016273,3.26,153.64,8.82,9.44,"Smart contract platforms, Distributed computing & Storage, Internet of things, DePIN, Made in America"
USDM,318.0,0.18514450000000002,0.0,152.08,438.92500000000007,152.11,—
LRC,319.0,0.11089,3.07,151.57,13.74,1.37,"Decentralized exchange, Scaling, DeFi"
PRIME,320.0,0.18514450000000002,5.14,150.29,5.18,35.77,"Gaming, Data management & AI, NFTs & Collectibles"
KDA,321.0,0.18514450000000002,4.92,149.15,8.77,308.91,"Smart contract platforms, Gaming, Data management & AI, NFTs & Collectibles, Payments, DeFi, DAO, Layer 1, Made in America"
ME,322.0,0.18514450000000002,3.18,148.69,13.82,130.79,"NFTs & Collectibles, Payments, Marketplace, Web3"
G,323.0,0.016697,2.55,148.43,8.91,8.89,—
CSPR,324.0,0.01148,1.26,148.03,6.07,12.89,"Smart contract platforms, Data management & AI, Enterprise solutions, Layer 1"
IO,325.0,0.18514450000000002,3.79,147.57,37.16,144.38,"Distributed computing & Storage, Data management & AI, DePIN, Made in America"
BARA,326.0,0.011323,11.88,146.9,66.32,100.0,—
LUNA,327.0,0.18514450000000002,3.69,146.5,23.34,709.98,Smart contract platforms
STPT,328.0,0.075263,3.93,146.19,53.91,1.94,"Developments tools, DAO"
DGB,329.0,0.0083628,0.6,146.93,5.4,17.57,"Cryptocurrencies, Smart contract platforms, Made in America"
ONT,330.0,0.15581,2.13,142.21,6.84,734.485,"Smart contract platforms, Identity"
LCX,331.0,0.18238,4.37,140.72,3.09,734.485,"Centralized-exchange, DeFi"
BIO,332.0,0.10429,1.45,140.47,23.86,1.35,DAO
DAG,333.0,0.049039,2.53,140.91,1.48,2.87,"Smart contract platforms, Interoperability, Made in America"
MLNK,334.0,0.0053039,0.54,139.19,91.13,26.24,—
ABEY,335.0,0.1208,0.96,138.92,438.92500000000007,1.15,—
GMT,336.0,0.05166,3.15,139.38,30.29,2.7,"NFTs & Collectibles, Move to earn"
BAND,337.0,0.18514450000000002,3.07,139.04,8.75,157.9,"Oracles, Data management & AI, Web3"
STRX,338.0,0.18514450000000002,0.05,138.78,438.92500000000007,486.16,—
ORBR,339.0,0.1365,1.21,138.63,119.69,1.02,—
KAU,340.0,0.18514450000000002,0.01,138.07,7.74,1.46,—
QUBIC,341.0,0.011323,5.01,136.61,2.14,113.98,"Data management & AI, Layer 1"
POLYX,342.0,0.147,2.63,137.55,3.65,734.485,Smart contract platforms
HMSTR,343.0,0.0020877,2.68,134.4,17.1,64.38,"Gaming, Tap to earn"
FXS,344.0,0.18514450000000002,2.71,133.34,12.11,88.28,"Algorithmic Stablecoins, Seigniorage, Decentralized exchange, DeFi, Made in America"
RLUSD,345.0,0.18514450000000002,0.09,132.81,72.37,132.69,Stablecoins
ARC,346.0,0.13238,19.36,132.38,9.06,1.0,Data management & AI
SWFTC,347.0,0.013201,6.35,132.01,4.55,10.0,"NFTs & Collectibles, Interoperability, Payments, DeFi, Marketplace"
HIVE,348.0,0.18514450000000002,1.93,131.14,5.43,500.75,"Social, media & Content, Web3, Layer 1"
COTI,349.0,0.073051,8.46,130.93,19.23,1.79,"Developments tools, Enterprise solutions, Payments"
SXP,350.0,0.18514450000000002,2.37,129.98,4.67,635.67,"Cryptocurrencies, Payments, DeFi"
ARKM,351.0,0.18514450000000002,0.23,126.92,79.69,225.1,"Data management & AI, Analytics, Marketplace, Made in America"
ZIG,352.0,0.088644,2.06,127.05,3.81,1.43,"Data management & AI, Asset management, Marketplace"
USUAL,353.0,0.18514450000000002,4.49,126.78,29.08,657.15,—
LAK3,354.0,0.18514450000000002,0.18,126.18,3.2,199.03,—
RPL,355.0,0.18514450000000002,2.54,124.75,10.56,21.15,"Derivatives, DeFi"
EURC,356.0,0.18514450000000002,0.14,125.06,33.48,116.0,Stablecoins
NEIRO,357.0,0.00029706,6.83,124.97,88.45,420.68,Memes
METIS,359.0,0.18514450000000002,1.14,124.36,6.52,6.22,Scaling
SOLO,360.0,0.18514450000000002,4.97,124.54,3.36,399.95,"Asset-backed Tokens, Asset management, Payments"
SUPRA,361.0,0.01286,3.62,124.07,16.43,9.65,"Oracles, Interoperability, Layer 1, Made in America"
BICO,362.0,0.13117,4.59,122.5,10.96,734.485,"Interoperability, Web3, Layer 1"
STORJ,363.0,0.18514450000000002,1.65,121.31,16.0,401.94,"Distributed computing & Storage, Web3, DePIN"
COW,364.0,0.18514450000000002,4.3,121.37,23.24,414.25,Decentralized exchange
AIXBT,365.0,0.14171,10.38,121.1,77.08,734.485,Data management & AI
SYRUP,366.0,0.14501,7.17,119.72,1.52,734.485,—
KUB,367.0,0.18514450000000002,0.36,119.19,344.15,68.97,—
MEME,368.0,0.0029196,5.82,118.84,33.15,40.7,"Memes, NFTs & Collectibles"
TNSR,369.0,0.18514450000000002,2.69,118.43,29.57,285.45,NFTs & Collectibles
FLUX,370.0,0.18514450000000002,3.48,118.3,9.16,380.77,"Smart contract platforms, Distributed computing & Storage, Data management & AI, Interoperability, DAO, DePIN"
AEVO,371.0,0.13045,4.77,117.82,31.28,734.485,"Decentralized exchange, DeFi"
PROM,372.0,0.18514450000000002,2.67,117.78,5.71,18.25,"NFTs & Collectibles, Marketplace"
WAXP,373.0,0.026987,1.57,117.18,5.67,4.34,"Gaming, NFTs & Collectibles, Layer 1"
PXT,374.0,0.037159,1.94,116.08,438.92500000000007,3.12,—
ICX,375.0,0.1103,1.46,116.08,2.34,1.05,"Smart contract platforms, Interoperability, Enterprise solutions"
FIDA,376.0,0.11715,4.12,116.09,13.94,734.485,"Decentralized exchange, DeFi"
XPR,377.0,0.0042464,4.76,115.61,3.75,27.23,"Decentralized exchange, Payments, DeFi"
WMTX,378.0,0.18514450000000002,5.64,114.33,14.36,491.84,"Distributed computing & Storage, DePIN"
FRXETH,379.0,0.18514450000000002,0.65,114.15,4.76,52.17,Derivatives
AVAIL,380.0,0.057254,3.17,114.15,2.07,1.99,—
CPOOL,381.0,0.15076,6.81,114.57,6.18,734.485,"Lending & Borrowing, DeFi"
ULX,382.0,0.0134,3.04,113.91,3.67,8.5,Layer 1
UMA,383.0,0.18514450000000002,1.5,113.96,17.18,85.47,"Oracles, Derivatives, DeFi, Web3, DAO"
USDG,384.0,0.18514450000000002,0.02,113.67,145.64,113.71,Stablecoins
PRI,385.0,0.18514450000000002,1.52,113.6,48.39,30.85,"NFTs & Collectibles, Asset management"
IGT,386.0,0.18514450000000002,1.39,112.77,10.37,202.13,—
SSV,387.0,0.18514450000000002,2.79,111.89,18.01,12.02,Developments tools
MANTA,388.0,0.18514450000000002,6.35,111.8,36.95,380.29,Web3
SWETH,389.0,0.18514450000000002,0.37,109.91,438.92500000000007,46.29,Derivatives
BOME,390.0,0.0015929,5.19,109.84,54.57,68.95,Memes
DENTX,391.0,0.02456,0.42,109.27,34.0,4.45,—
ZBCN,392.0,0.0014789,6.32,109.58,18.46,74.1,"Data management & AI, Payments, DeFi, DePIN"
ANIME,393.0,0.019596,3.68,108.53,25.38,5.54,NFTs & Collectibles
SNT,394.0,0.026979,2.88,107.86,9.72,4.0,"Developments tools, Social, media & Content"
GEOD,395.0,0.18514450000000002,1.38,107.58,438.92500000000007,317.16,"Distributed computing & Storage, DePIN"
INST,396.0,0.18514450000000002,2.18,107.51,438.92500000000007,17.95,DAO
CULT,397.0,0.001067,3.6,106.7,1.27,100.0,Memes
PAAL,398.0,0.12071,2.15,106.06,2.74,734.485,Data management & AI
SPELL,399.0,0.00067365,3.44,106.46,15.69,158.03,"Lending & Borrowing, DeFi"
AUDIO,400.0,0.081436,2.34,106.18,6.78,1.3,"Social, media & Content, Web3, DAO"
PEAQ,401.0,0.15072,3.06,105.39,12.6,699.25,DePIN
VELO,402.0,0.014199,6.66,104.94,15.55,7.39,"NFTs & Collectibles, Lending & Borrowing"
MYTH,403.0,0.1345,5.31,104.47,131.32,734.485,"Gaming, NFTs & Collectibles"
CVC,404.0,0.10472,2.55,104.72,8.77,1.0,"Identity, Enterprise solutions, Web3"
USDZ,405.0,0.18514450000000002,1.44,104.42,265.3,106.95,—
IAG,406.0,0.18514450000000002,10.37,105.06,1.06,376.02,"Distributed computing & Storage, Enterprise solutions, Web3, DePIN"
INF,407.0,0.18514450000000002,1.3,104.19,208.0,562.97,—
ALEO,408.0,0.18514450000000002,5.14,104.08,7.37,336.83,"Smart contract platforms, Layer 1, Made in America"
MIM,409.0,0.18514450000000002,0.09,103.77,210.75,103.83,Stablecoins
EUL,410.0,0.18514450000000002,9.47,103.28,438.92500000000007,17.41,—
ALT,411.0,0.037,3.44,103.3,16.87,2.79,"Interoperability, Scaling"
VVS,412.0,0.011323,10.94,102.7,438.92500000000007,47.95,"Decentralized exchange, DeFi"
U,413.0,0.18514450000000002,0.02,103.07,2.31,103.0,—
WXT,414.0,0.026276,10.14,102.48,7.14,3.9,Centralized-exchange
RSWETH,415.0,0.18514450000000002,0.66,102.46,51.72,45.32,Derivatives
B3,416.0,0.0047984,3.51,102.17,37.9,21.29,—
BAL,417.0,0.18514450000000002,2.54,101.59,9.73,62.32,"Decentralized exchange, DeFi, DAO"
LSK,418.0,0.18514450000000002,2.09,101.27,15.81,168.49,"Developments tools, DePIN"
XVS,419.0,0.18514450000000002,4.24,101.26,4.99,16.58,"Lending & Borrowing, DeFi"
PHA,420.0,0.12853,3.31,100.65,19.7,734.485,"Privacy, Smart contract platforms, Distributed computing & Storage, Oracles, Interoperability, Scaling, Metaverse, Web3, Layer 1, DePIN"
POWR,421.0,0.1799,2.37,100.77,9.48,560.16,"Energy, Marketplace"
JET,422.0,0.18514450000000002,2.99,99.1,309.0,110.43,"NFTs & Collectibles, Web3, Tourism, Hospitality"
IQ,423.0,0.0047217,0.35,98.64,8.77,20.89,"Data management & AI, Social, media & Content, DeFi, DAO"
ACX,424.0,0.18514450000000002,5.17,98.04,16.29,403.12,"Interoperability, Loyalty & Rewards"
VSUI,425.0,0.18514450000000002,6.86,97.16,438.92500000000007,33.59,Derivatives
GLMR,426.0,0.10188,3.17,96.98,6.9,734.485,"Interoperability, Payments, Layer 1"
ZANO,427.0,0.18514450000000002,3.06,96.2,438.92500000000007,13.43,"Privacy, Cryptocurrencies, Interoperability, Layer 1"
SISC,428.0,0.18514450000000002,2.51,95.13,118.24,216.16,—
GPS,429.0,0.052639,14.09,95.46,121.28,1.81,—
BIGTIME,430.0,0.054549,2.51,94.73,22.7,1.74,"Gaming, NFTs & Collectibles"
BORA,431.0,0.085763,0.72,94.32,438.92500000000007,1.1,"Gaming, NFTs & Collectibles"
KBC,432.0,0.0065048,27.52,93.67,2.66,14.4,—
AGLD,433.0,0.18514450000000002,4.69,93.51,19.71,77.31,"Gaming, NFTs & Collectibles, Made in America"
SONIC,434.0,0.18514450000000002,4.2,93.52,28.53,360.0,Gaming
ONG,435.0,0.18514450000000002,2.66,93.44,3.34,407.94,"Smart contract platforms, Identity"
TAIKO,436.0,0.18514450000000002,2.84,92.7,9.41,115.02,Scaling
IOST,437.0,0.0043342,1.45,92.38,8.75,21.32,"Smart contract platforms, Internet of things, Layer 1"
YGG,438.0,0.18514450000000002,4.66,92.58,21.71,435.64,"Gaming, NFTs & Collectibles, Metaverse, DAO"
BBSOL,439.0,0.18514450000000002,1.45,92.39,438.92500000000007,605.98,—
HT,440.0,0.18514450000000002,10.71,91.24,229.45,162.23,"Centralized-exchange, Layer 1"
XRD,441.0,0.008504,2.49,90.86,438.92500000000007,10.68,"Smart contract platforms, DeFi, Layer 1"
VVV,442.0,0.18514450000000002,2.15,91.35,11.34,28.22,Data management & AI
STRAX,443.0,0.044794,2.52,90.27,1.74,2.02,"Smart contract platforms, Enterprise solutions, DAO"
CHR,444.0,0.1074,3.62,90.04,11.63,734.485,"Developments tools, Data management & AI, Scaling, Enterprise solutions, Layer 1"
BLAST,445.0,0.003447,3.16,90.26,6.62,26.18,Scaling
USDB,446.0,0.18514450000000002,0.34,89.68,2.2,89.86,Stablecoins
PRO,447.0,0.18514450000000002,0.7,89.63,1.92,100.0,"Payments, Real estate"
GEKKO,448.0,0.011323,0.07,89.51,438.92500000000007,83.32,Memes
PEOPLE,449.0,0.017536,5.28,88.73,31.21,5.06,"Memes, DAO, Fundraising, Made in America"
POND,450.0,0.011028,2.86,89.19,6.5,8.09,"Smart contract platforms, Distributed computing & Storage, Data management & AI, Scaling, DeFi, Web3, DePIN"
CGPT,451.0,0.10929,5.66,89.18,40.45,734.485,"Smart contract platforms, Data management & AI, NFTs & Collectibles, Social, media & Content, DeFi, Analytics, DAO"
ORCA,452.0,0.18514450000000002,2.36,88.84,6.2,53.28,"Decentralized exchange, DeFi"
ILV,453.0,0.18514450000000002,3.6,88.53,25.66,5.6,"Gaming, NFTs & Collectibles, Metaverse, DAO"
GCB,454.0,0.1039,1.09,88.57,207.36,734.485,—
ZENT,455.0,0.013493,0.95,89.17,5.94,6.61,Gaming
CELR,456.0,0.011359,1.56,88.18,9.84,7.76,"Interoperability, Scaling"
WILD,457.0,0.18514450000000002,2.77,87.56,1.15,389.83,"Gaming, NFTs & Collectibles, Metaverse"
DKA,458.0,0.01876,0.06,87.92,2.77,4.69,"Data management & AI, Logistics, Web3"
FX,459.0,0.1112,1.24,87.21,1.82,734.485,Interoperability
XVG,460.0,0.0052479,3.64,86.71,3.75,16.52,"Cryptocurrencies, Made in America"
MVL,461.0,0.0032756,0.45,86.16,3.39,26.3,"Internet of things, Loyalty & Rewards, Transport, DePIN"
REQ,462.0,0.11165,1.43,85.89,7.06,734.485,"Payments, DeFi"
AL,463.0,0.1318,1.18,85.26,6.98,646.91,—
BMX,464.0,0.18514450000000002,7.09,85.41,4.17,324.28,Marketplace
DYM,465.0,0.18514450000000002,3.51,84.83,93.08,246.48,—
SCR,466.0,0.18514450000000002,4.04,84.79,14.27,190.0,—
RLC,467.0,0.18514450000000002,5.88,85.11,8.54,72.38,"Privacy, Distributed computing & Storage, NFTs & Collectibles, Interoperability, Enterprise solutions, Payments, Social, media & Content, Marketing, Analytics, Marketplace, Web3, DePIN"
ANON,468.0,0.18514450000000002,8.53,84.8,2.6,12.74,Data management & AI
APFC,469.0,0.18514450000000002,0.25,83.8,3.49,80.28,—
ETHDYDX,470.0,0.18514450000000002,0.63,83.47,18.91,129.39,"Decentralized exchange, Derivatives, DeFi"
DESO,471.0,0.18514450000000002,3.1,83.38,438.92500000000007,8.88,"Smart contract platforms, Social, media & Content"
ELON,472.0,0.011323,1.56,83.04,2.19,549.65,"Memes, Cryptocurrencies"
ORBS,473.0,0.020775,0.03,82.89,4.73,3.99,"Distributed computing & Storage, DeFi"
PUNDIX,474.0,0.18514450000000002,0.38,82.24,6.95,258.39,Payments
XAI,475.0,0.076541,2.29,82.16,36.43,1.07,Gaming
XYM,476.0,0.01338,1.88,82.05,231.63,6.13,"Smart contract platforms, Enterprise solutions"
PIN,477.0,0.18514450000000002,2.09,82.0,2.22,88.21,"Data management & AI, DePIN"
WELL,478.0,0.024946,1.73,81.68,2.73,3.27,—
LON,479.0,0.18514450000000002,0.0,81.54,15.68,116.88,"Decentralized exchange, DeFi"
TRB,480.0,0.18514450000000002,3.48,81.55,18.74,2.65,"Oracles, Data management & AI, DeFi, Web3"
HSK,481.0,0.18514450000000002,4.08,81.0,1.25,110.0,Centralized-exchange
KMNO,482.0,0.059968,3.79,80.96,6.94,1.35,Lending & Borrowing
SHELL,483.0,0.18514450000000002,9.58,80.96,82.69,270.0,—
ERG,484.0,0.18514450000000002,7.04,79.9,146.28,79.95,"Privacy, Smart contract platforms, Analytics, Layer 1"
DENT,485.0,0.00079932,0.89,79.93,6.08,100.0,"Data management & AI, Marketplace"
ABT,486.0,0.18514450000000002,6.24,79.53,1.96,98.55,"Developments tools, Data management & AI, Interoperability"
OZO,487.0,0.18514450000000002,0.2,78.96,228.2,410.59,"Data management & AI, Layer 1"
KEEP,488.0,0.08174,6.53,77.99,24.92,734.485,"Privacy, Interoperability, DeFi"
SLP,489.0,0.0019089,2.09,78.58,9.4,41.17,"Gaming, NFTs & Collectibles, Metaverse"
METFI,490.0,0.18514450000000002,0.7,78.46,345.63,204.8,—
HEART,491.0,0.010077,9.33,78.6,438.92500000000007,7.8,Data management & AI
XIN,492.0,0.18514450000000002,0.78,78.08,4.83,730.0,—
MLK,493.0,0.1802,1.14,78.82,1.49,437.39,Loyalty & Rewards
USDP,494.0,0.18514450000000002,0.03,77.79,7.07,77.74,"Stablecoins, Asset-backed Stablecoins, Cryptocurrencies"
AIAT,495.0,0.18514450000000002,3.34,78.61,438.92500000000007,146.39,—
OXT,496.0,0.079298,4.57,77.69,5.92,734.485,"Distributed computing & Storage, Data management & AI, Web3, DePIN"
SGB,497.0,0.00494,3.92,77.03,293.24,15.59,—
AUCTION,498.0,0.18514450000000002,0.02,77.7,17.51,6.59,"DeFi, Metaverse, Marketplace"
FOG,499.0,0.15406,9.8,77.03,438.92500000000007,500.0,—
JOE,500.0,0.18514450000000002,1.3,77.01,8.19,385.21,"Decentralized exchange, DeFi"
B,501.0,0.18514450000000002,8.02,76.99,76.45,132.82,—
OAS,502.0,0.020169,0.18,77.01,1.14,3.82,"Gaming, NFTs & Collectibles, Scaling, Layer 1"
CRVUSD,503.0,0.18514450000000002,0.77,76.72,13.18,79.25,Stablecoins
BITCOIN,504.0,0.076539,1.07,76.52,3.12,734.485,Memes
HASUI,505.0,0.18514450000000002,6.79,76.14,8.97,26.15,Derivatives
DOGS,506.0,0.00014657,6.88,75.74,18.99,516.75,Memes
CETUS,507.0,0.11441,11.13,76.0,40.49,664.31,"Decentralized exchange, DeFi"
LQTY,508.0,0.18514450000000002,2.42,75.24,24.22,94.66,"Lending & Borrowing, DeFi"
CFG,509.0,0.1449,3.71,74.19,438.92500000000007,512.02,"Asset-backed Tokens, DeFi"
DF,510.0,0.073095,0.92,73.09,42.21,734.485,"Lending & Borrowing, DeFi"
EDU,511.0,0.17444,7.83,71.65,8.57,410.72,Education
OMI,512.0,0.00026315,5.54,71.6,2.33,272.1,"Gaming, NFTs & Collectibles, Metaverse"
PCI,513.0,0.071079,0.1,71.64,438.92500000000007,1.01,—
NMR,514.0,0.18514450000000002,1.26,71.49,7.45,7.96,"Data management & AI, Asset management, Analytics"
BTRST,515.0,0.18514450000000002,3.27,71.44,153.14,241.35,"Marketplace, Web3, Jobs"
USDTB,516.0,0.18514450000000002,0.02,70.43,168.69,70.43,—
DEVVE,517.0,0.18514450000000002,3.31,69.97,438.92500000000007,89.22,"Smart contract platforms, Gaming, Payments, Real estate, Marketplace"
STEEM,518.0,0.1393,2.5,69.87,16.34,501.61,"Smart contract platforms, Payments, Social, media & Content, Web3"
ACS,519.0,0.0017143,3.93,69.89,1.7,40.77,"NFTs & Collectibles, Social, media & Content"
OLAS,520.0,0.18514450000000002,1.41,69.23,318.31,159.15,Data management & AI
MED,521.0,0.0072758,5.82,69.44,438.92500000000007,9.54,Health
CTSI,522.0,0.081109,1.91,69.62,8.25,734.485,"Smart contract platforms, Scaling, Web3, Layer 1"
BB,523.0,0.138,3.12,69.57,16.49,504.14,DeFi
USTC,524.0,0.01241,4.54,68.94,4.28,5.55,"Stablecoins, Algorithmic Stablecoins, Seigniorage"
ARK,525.0,0.18514450000000002,0.42,68.92,28.78,187.15,"Developments tools, Interoperability"
TAI,526.0,0.09957,4.96,68.87,4.75,691.69,Data management & AI
QUAI,527.0,0.1428,1.84,68.26,7.65,478.0,—
GOAT,528.0,0.068574,7.37,68.57,20.22,734.485,Memes
SKI,529.0,0.067799,3.14,67.08,7.03,734.485,Memes
KNC,530.0,0.18514450000000002,2.12,67.85,8.14,186.83,"Decentralized exchange, DeFi, DAO"
FARTBOY,531.0,0.067499,14.67,67.46,3.63,734.485,Memes
MTL,532.0,0.18514450000000002,2.7,67.21,1.31,84.02,"Cryptocurrencies, Payments"
GRIFFAIN,533.0,0.066331,9.67,66.32,16.41,734.485,Data management & AI
0X0,534.0,0.074999,6.46,65.14,216.07,734.485,"Privacy, Data management & AI"
C98,535.0,0.072799,1.54,65.58,32.49,734.485,"Payments, DeFi"
MPL,536.0,0.18514450000000002,4.49,65.78,438.92500000000007,4.42,"Lending & Borrowing, DeFi"
M87,537.0,0.011323,5.5,65.15,1.58,734.485,—
BEL,538.0,0.18514450000000002,7.08,64.81,14.41,80.0,DeFi
AURORA,539.0,0.11101,1.26,64.59,438.92500000000007,581.84,Interoperability
WPAY,540.0,0.110038,5.97,63.98,438.92500000000007,581.4,—
ZRC,541.0,0.043219,3.77,64.47,8.99,1.49,—
OMNI,542.0,0.18514450000000002,6.69,64.34,15.02,16.45,"Interoperability, Scaling, Layer 1, Made in America"
COOKIE,543.0,0.18053,1.16,64.5,29.69,357.28,"Data management & AI, Marketing"
NPC,544.0,0.0086313,7.26,63.12,2.47,7.31,Memes
BTG,545.0,0.18514450000000002,6.69,63.47,6.74,17.51,Cryptocurrencies
VANRY,546.0,0.032791,3.2,63.66,15.3,1.94,Layer 1
CORGIAI,547.0,0.000194,15.09,66.64,154.31,343.53,"Memes, Data management & AI"
